facility_id,facility_name,facility_type,district,mandal,village,latitude,longitude,department,source_layer,record_completeness_pct
TG-17-610,"Primary Health Centre, Sulahanagar",Primary Health Centre,Bhadradri Kothagudem,Tekulapalle,Pegallapadu,17.559856,80.500522,,Primary Health Centre,100.0
TG-17-620,"Primary Health Centre, Ulavanoor",Primary Health Centre,Bhadradri Kothagudem,Palvancha,Ulvanoor,17.789821,80.662343,,Primary Health Centre,100.0
TG-18-355,"SubCentre, 21 Pit",Sub Centre,Bhadradri Kothagudem,Yellandu,Yellandu,17.612782,80.308079,,Health Sub Centre,100.0
TG-18-356,"SubCentre, 21 Pit II",Sub Centre,Bhadradri Kothagudem,Yellandu,Yellandu,17.612782,80.308079,,Health Sub Centre,100.0
TG-18-127,"SubCentre, 7 incline",Sub Centre,Bhadradri Kothagudem,Chunchupally,Penugadapa,17.479912,80.671105,,Health Sub Centre,100.0
TG-18-128,"SubCentre, Abbugudem",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Abbugudem,17.375449,80.715898,,Health Sub Centre,100.0
TG-18-129,"SubCentre, Allapalli",Sub Centre,Bhadradri Kothagudem,Allapalli,Allapalli,17.829915,80.479927,,Health Sub Centre,100.0
TG-18-314,"SubCentre, Alluri Seetharamaraju Colony",Sub Centre,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,17.677145,80.894587,,Health Sub Centre,100.0
TG-18-131,"SubCentre, Anandkhani",Sub Centre,Bhadradri Kothagudem,Chunchupally,Garimallapadu,17.50578,80.646064,,Health Sub Centre,100.0
TG-18-136,"SubCentre, Anjanapuram",Sub Centre,Bhadradri Kothagudem,Burgampadu,Morampalli Banjar,17.628644,80.792685,,Health Sub Centre,100.0
TG-18-137,"SubCentre, Ankampalem",Sub Centre,Bhadradri Kothagudem,Dammapeta,Ankampalem,17.386518,80.961106,,Health Sub Centre,100.0
TG-18-138,"SubCentre, Annapureddipalli",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Annapureddipalle,17.367041,80.785294,,Health Sub Centre,100.0
TG-18-139,"SubCentre, Annarupadu",Sub Centre,Bhadradri Kothagudem,Julurupad,Papakollu,17.429295,80.487382,,Health Sub Centre,100.0
TG-18-322,"SubCentre, Arlagudem",Sub Centre,Bhadradri Kothagudem,Dummugudem,Forest,17.818201,80.973292,,Health Sub Centre,100.0
TG-18-140,"SubCentre, Arlapenta",Sub Centre,Bhadradri Kothagudem,Dammapeta,,18.021212,81.078377,,Health Sub Centre,100.0
TG-18-141,"SubCentre, Ashoknagar",Sub Centre,Bhadradri Kothagudem,Manuguru,Samathsingaram,17.928045,80.812864,,Health Sub Centre,100.0
TG-18-143,"SubCentre, Ashwaraopeta",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Aswaraopeta,17.244484,81.131311,,Health Sub Centre,100.0
TG-18-330,"SubCentre, Aswapuram-I",Sub Centre,Bhadradri Kothagudem,Aswapuram,Amerdha,17.83828,80.837779,,Health Sub Centre,100.0
TG-18-331,"SubCentre, Aswapuram-II",Sub Centre,Bhadradri Kothagudem,Aswapuram,Amerdha,17.83828,80.837779,,Health Sub Centre,100.0
TG-18-332,"SubCentre, Aswapuram-III",Sub Centre,Bhadradri Kothagudem,Aswapuram,Amerdha,17.83828,80.837779,,Health Sub Centre,100.0
TG-18-144,"SubCentre, Aswaraopeta-I",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Aswaraopeta,17.244484,81.131311,,Health Sub Centre,100.0
TG-18-145,"SubCentre, Aswaraopeta-II",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Aswaraopeta,17.244484,81.131311,,Health Sub Centre,100.0
TG-18-146,"SubCentre, Aswaraopeta-III",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Aswaraopeta,17.244484,81.131311,,Health Sub Centre,100.0
TG-18-147,"SubCentre, Ayyannapalem",Sub Centre,Bhadradri Kothagudem,Chandrugonda,Chandrugonda,17.390009,80.641703,,Health Sub Centre,100.0
TG-18-148,"SubCentre, Babu Camp",Sub Centre,Bhadradri Kothagudem,Chunchupally,Chunchupalle (U),17.535818,80.617428,,Health Sub Centre,100.0
TG-18-149,"SubCentre, Bandarigudem",Sub Centre,Bhadradri Kothagudem,Manuguru,Mallaram,17.931207,80.82662,,Health Sub Centre,100.0
TG-18-150,"SubCentre, Bangaruchelaka",Sub Centre,Bhadradri Kothagudem,Laxmidevipally,Bangaru Chelaka,17.786776,80.620294,,Health Sub Centre,100.0
TG-18-152,"SubCentre, Bapanikunta",Sub Centre,Bhadradri Kothagudem,Manuguru,Manuguru (PT),17.959182,80.819785,,Health Sub Centre,100.0
TG-18-153,"SubCentre, Battupalli",Sub Centre,Bhadradri Kothagudem,Karakagudem,Samathbhattupalli,17.997428,80.595918,,Health Sub Centre,100.0
TG-18-154,"SubCentre, Betalapadu",Sub Centre,Bhadradri Kothagudem,Julurupad,Papakollu,17.453124,80.462094,,Health Sub Centre,100.0
TG-18-155,"SubCentre, Bethampudi",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Bethampudi,17.58637,80.514421,,Health Sub Centre,100.0
TG-18-315,"SubCentre, Bhupathirao Colony",Sub Centre,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,17.668614,80.89381,,Health Sub Centre,100.0
TG-18-157,"SubCentre, Bodu",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Bodu,17.677193,80.442387,,Health Sub Centre,100.0
TG-18-158,"SubCentre, Boduthanda",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Bodu,17.677193,80.442387,,Health Sub Centre,100.0
TG-18-342,"SubCentre, Bollorigudem",Sub Centre,Bhadradri Kothagudem,Palvancha,Palvancha,17.600835,80.703029,,Health Sub Centre,100.0
TG-18-358,"SubCentre, Bombaithanda",Sub Centre,Bhadradri Kothagudem,Yellandu,Komararam,17.711025,80.318753,,Health Sub Centre,100.0
TG-18-159,"SubCentre, Bommanapalli",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Gollapally,17.572201,80.573008,,Health Sub Centre,100.0
TG-18-161,"SubCentre, Burgampadu-I",Sub Centre,Bhadradri Kothagudem,Burgampadu,Burgampadu,17.64056,80.873558,,Health Sub Centre,100.0
TG-18-162,"SubCentre, Burgampadu-II",Sub Centre,Bhadradri Kothagudem,Burgampadu,Burgampadu,17.64056,80.873558,,Health Sub Centre,100.0
TG-18-163,"SubCentre, Chandrugonda",Sub Centre,Bhadradri Kothagudem,Chandrugonda,Pokalagudem,17.392415,80.573301,,Health Sub Centre,100.0
TG-18-164,"SubCentre, Chaparalapalli",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Chaparalapally,17.423849,80.765088,,Health Sub Centre,100.0
TG-18-165,"SubCentre, Chatha konda -II",Sub Centre,Bhadradri Kothagudem,Laxmidevipally,Chatakonda (R),17.557799,80.639629,,Health Sub Centre,100.0
TG-18-166,"SubCentre, Chathakonda-I",Sub Centre,Bhadradri Kothagudem,Laxmidevipally,Chatakonda (R),17.557799,80.639629,,Health Sub Centre,100.0
TG-18-167,"SubCentre, Cherla",Sub Centre,Bhadradri Kothagudem,Cherla,Cherla (Z),18.072505,80.826706,,Health Sub Centre,100.0
TG-18-323,"SubCentre, Chinnanallapalli",Sub Centre,Bhadradri Kothagudem,Dummugudem,Manguvai,17.862316,80.912478,,Health Sub Centre,100.0
TG-18-333,"SubCentre, Chintriyala",Sub Centre,Bhadradri Kothagudem,Aswapuram,Chinthiryala,17.803604,80.84885,,Health Sub Centre,100.0
TG-18-169,"SubCentre, Chunchupalli",Sub Centre,Bhadradri Kothagudem,Chunchupally,Chunchupalle (U),17.523542,80.606217,,Health Sub Centre,100.0
TG-18-170,"SubCentre, Dammapeta-I",Sub Centre,Bhadradri Kothagudem,Dammapeta,Dammapeta,17.267425,81.009986,,Health Sub Centre,100.0
TG-18-172,"SubCentre, Dammapeta-II",Sub Centre,Bhadradri Kothagudem,Dammapeta,Dammapeta,17.267425,81.009986,,Health Sub Centre,100.0
TG-18-173,"SubCentre, Danavaipeta",Sub Centre,Bhadradri Kothagudem,Cherla,R.kothagudem(G),18.008733,80.878032,,Health Sub Centre,100.0
TG-18-174,"SubCentre, Dhanbad-I",Sub Centre,Bhadradri Kothagudem,Chunchupally,Penugadapa,17.493828,80.64939,,Health Sub Centre,100.0
TG-18-175,"SubCentre, Dhanbad-II",Sub Centre,Bhadradri Kothagudem,Sujathanagar,Gareebpeta,17.493828,80.648124,,Health Sub Centre,100.0
TG-18-176,"SubCentre, Dosallapalli",Sub Centre,Bhadradri Kothagudem,Cherla,Forest,18.10651,80.862686,,Health Sub Centre,100.0
TG-18-177,"SubCentre, Dugenepalli",Sub Centre,Bhadradri Kothagudem,Pinapaka,Duginepalli,18.134837,80.643097,,Health Sub Centre,100.0
TG-18-324,"SubCentre, Dummugudem",Sub Centre,Bhadradri Kothagudem,Dummugudem,Dummugudem,17.850819,80.886203,,Health Sub Centre,100.0
TG-18-181,"SubCentre, Ganeshpadu",Sub Centre,Bhadradri Kothagudem,Dammapeta,Ganeshpadu,17.23476,80.906882,,Health Sub Centre,100.0
TG-18-182,"SubCentre, Gangaram",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Forest,17.666531,80.554956,,Health Sub Centre,100.0
TG-18-183,"SubCentre, Ganngapedu",Sub Centre,Bhadradri Kothagudem,Chandrugonda,Raikampadu,17.393137,80.593833,,Health Sub Centre,100.0
TG-18-184,"SubCentre, Garibpeta",Sub Centre,Bhadradri Kothagudem,Sujathanagar,Gareebpeta,17.473935,80.630507,,Health Sub Centre,100.0
TG-18-185,"SubCentre, Gattugudem",Sub Centre,Bhadradri Kothagudem,Dummugudem,,17.751711,80.929198,,Health Sub Centre,100.0
TG-18-186,"SubCentre, Gompalli",Sub Centre,Bhadradri Kothagudem,Cherla,Cherla (Z),18.056457,80.801761,,Health Sub Centre,100.0
TG-18-334,"SubCentre, Gondigudem",Sub Centre,Bhadradri Kothagudem,Aswapuram,Gondigudem,17.811682,80.771321,,Health Sub Centre,100.0
TG-18-325,"SubCentre, Gouraram",Sub Centre,Bhadradri Kothagudem,Dummugudem,Gowraram,17.916554,80.951772,,Health Sub Centre,100.0
TG-18-187,"SubCentre, Goutampur",Sub Centre,Bhadradri Kothagudem,Sujathanagar,Gareebpeta,17.486052,80.641236,,Health Sub Centre,100.0
TG-18-188,"SubCentre, Gummadavalli",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Gummadivalli,17.41852,81.147184,,Health Sub Centre,100.0
TG-18-189,"SubCentre, Gumpena",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Gumpena,17.329287,80.699547,,Health Sub Centre,100.0
TG-18-190,"SubCentre, Gundala",Sub Centre,Bhadradri Kothagudem,Gundala,Gundala,17.911676,80.325489,,Health Sub Centre,100.0
TG-18-191,"SubCentre, Gundepudi",Sub Centre,Bhadradri Kothagudem,Julurupad,Gundepudi,17.393275,80.519099,,Health Sub Centre,100.0
TG-18-359,"SubCentre, Hanumanthulapadu",Sub Centre,Bhadradri Kothagudem,Yellandu,Sudimalla,17.58956,80.330755,,Health Sub Centre,100.0
TG-18-193,"SubCentre, Hemachandra Puram",Sub Centre,Bhadradri Kothagudem,Laxmidevipally,Karukonda,17.559878,80.596755,,Health Sub Centre,100.0
TG-18-360,"SubCentre, Indiranagar",Sub Centre,Bhadradri Kothagudem,Yellandu,Sudimalla,17.588365,80.327427,,Health Sub Centre,100.0
TG-18-343,"SubCentre, Indiranagar Colony",Sub Centre,Bhadradri Kothagudem,Palvancha,Palvancha,17.599905,80.728893,,Health Sub Centre,100.0
TG-18-194,"SubCentre, Iravendi",Sub Centre,Bhadradri Kothagudem,Burgampadu,Iravendi,17.73789,80.870295,,Health Sub Centre,100.0
TG-18-316,"SubCentre, Jagadeesh Colony",Sub Centre,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,17.671952,80.897505,,Health Sub Centre,100.0
TG-18-195,"SubCentre, Jagannadhapuram",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Gopalaraopeta (D),17.432791,80.864568,,Health Sub Centre,100.0
TG-18-344,"SubCentre, Jagannadhapuram",Sub Centre,Bhadradri Kothagudem,Palvancha,Nagaram,17.607105,80.753313,,Health Sub Centre,100.0
TG-18-196,"SubCentre, Jaggaram",Sub Centre,Bhadradri Kothagudem,Dammapeta,Jaggaram,17.361209,80.915243,,Health Sub Centre,100.0
TG-18-197,"SubCentre, Janampeta",Sub Centre,Bhadradri Kothagudem,Pinapaka,Janampeta,18.093804,80.689558,,Health Sub Centre,100.0
TG-18-198,"SubCentre, Julurpadu",Sub Centre,Bhadradri Kothagudem,Julurupad,Julurupad,17.407106,80.50286,,Health Sub Centre,100.0
TG-18-200,"SubCentre, K.Gangaram",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Mukamamidi,17.468081,80.887742,,Health Sub Centre,100.0
TG-18-201,"SubCentre, K.K.Ramavaram",Sub Centre,Bhadradri Kothagudem,Kothagudem,Ramavaram,17.52226,80.631304,,Health Sub Centre,100.0
TG-18-203,"SubCentre, Kakarla",Sub Centre,Bhadradri Kothagudem,Julurupad,Kakarla,17.424889,80.548711,,Health Sub Centre,100.0
TG-18-318,"SubCentre, Kambalapadu",Sub Centre,Bhadradri Kothagudem,Bhadrachalam,Bhadrachalam,17.66177,80.889866,,Health Sub Centre,100.0
TG-18-206,"SubCentre, Karakagudem",Sub Centre,Bhadradri Kothagudem,Karakagudem,Chirumalla,18.038345,80.604937,,Health Sub Centre,100.0
TG-18-207,"SubCentre, Kavadikondla",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Kavadigundla,17.377462,81.279412,,Health Sub Centre,100.0
TG-18-345,"SubCentre, Kinnerasani",Sub Centre,Bhadradri Kothagudem,Palvancha,Yanambilu,17.678589,80.664744,,Health Sub Centre,100.0
TG-18-361,"SubCentre, Komararam",Sub Centre,Bhadradri Kothagudem,Yellandu,Komararam,17.711025,80.318753,,Health Sub Centre,100.0
TG-18-210,"SubCentre, Koppurai",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Forest,17.734699,80.510503,,Health Sub Centre,100.0
TG-18-212,"SubCentre, Koyyuru",Sub Centre,Bhadradri Kothagudem,Cherla,Koyyuru (Z),18.090867,80.798366,,Health Sub Centre,100.0
TG-18-213,"SubCentre, Krishnasagar",Sub Centre,Bhadradri Kothagudem,Burgampadu,Krishna Sagar,17.711391,80.8052,,Health Sub Centre,100.0
TG-18-336,"SubCentre, Kummarigudem",Sub Centre,Bhadradri Kothagudem,Aswapuram,Pamulapalli,17.898514,80.870987,,Health Sub Centre,100.0
TG-18-214,"SubCentre, Kunavaram",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,,17.574973,81.253948,,Health Sub Centre,100.0
TG-18-215,"SubCentre, Kurnapalli",Sub Centre,Bhadradri Kothagudem,Cherla,Kurnapalli (G),18.051707,80.945655,,Health Sub Centre,100.0
TG-18-319,"SubCentre, Lachigudem",Sub Centre,Bhadradri Kothagudem,Dummugudem,Maraigudem,17.779339,81.028538,,Health Sub Centre,100.0
TG-18-326,"SubCentre, M Kasinagaram",Sub Centre,Bhadradri Kothagudem,Dummugudem,Pragallapalli,17.875551,80.892978,,Health Sub Centre,100.0
TG-18-219,"SubCentre, Maddukur",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Gumpena,17.313807,80.64934,,Health Sub Centre,100.0
TG-18-221,"SubCentre, Malkaram",Sub Centre,Bhadradri Kothagudem,Dammapeta,Malkaram,17.296912,81.047864,,Health Sub Centre,100.0
TG-18-223,"SubCentre, Mamidigudem",Sub Centre,Bhadradri Kothagudem,Cherla,Forest,17.961826,80.906947,,Health Sub Centre,100.0
TG-18-224,"SubCentre, Mamillavarigudem",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Aswaraopeta,17.242957,81.1203,,Health Sub Centre,100.0
TG-18-180,"SubCentre, Mandalapalli",Sub Centre,Bhadradri Kothagudem,Dammapeta,Dammapeta,17.265688,81.013322,,Health Sub Centre,100.0
TG-18-225,"SubCentre, Mandalapalli",Sub Centre,Bhadradri Kothagudem,Dammapeta,Mandalapalli,17.250499,81.009965,,Health Sub Centre,100.0
TG-18-142,"SubCentre, Mangapeta",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Mulakalapalle,17.50043,80.831605,,Health Sub Centre,100.0
TG-18-327,"SubCentre, Manguvaibaduva",Sub Centre,Bhadradri Kothagudem,Dummugudem,Anjubaka,17.851354,80.929068,,Health Sub Centre,100.0
TG-18-226,"SubCentre, Manuguru",Sub Centre,Bhadradri Kothagudem,Manuguru,Mallaram,17.931207,80.82662,,Health Sub Centre,100.0
TG-18-320,"SubCentre, Maraigudem",Sub Centre,Bhadradri Kothagudem,Dummugudem,Lachigudem,17.787813,81.000266,,Health Sub Centre,100.0
TG-18-227,"SubCentre, Markodu",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Koppurai,17.704677,80.538803,,Health Sub Centre,100.0
TG-18-337,"SubCentre, Mittagudem",Sub Centre,Bhadradri Kothagudem,Aswapuram,Ammagaripalli,17.889443,80.82999,,Health Sub Centre,100.0
TG-18-228,"SubCentre, Moddulagudem",Sub Centre,Bhadradri Kothagudem,Dammapeta,Moddulagudem,17.258367,80.942245,,Health Sub Centre,100.0
TG-18-338,"SubCentre, Mondikunta",Sub Centre,Bhadradri Kothagudem,Aswapuram,Nellipaka,17.758965,80.835011,,Health Sub Centre,100.0
TG-18-229,"SubCentre, Mondivaram",Sub Centre,Bhadradri Kothagudem,Dammapeta,Nagupalli,17.307008,80.920894,,Health Sub Centre,100.0
TG-18-230,"SubCentre, Morampallibanjara",Sub Centre,Bhadradri Kothagudem,Burgampadu,Morampalli Banjar,17.649175,80.815387,,Health Sub Centre,100.0
TG-18-231,"SubCentre, Mothe",Sub Centre,Bhadradri Kothagudem,Allapalli,Forest,18.003502,80.552178,,Health Sub Centre,100.0
TG-18-232,"SubCentre, Mukamamidi",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Mukamamidi,17.489075,80.893118,,Health Sub Centre,100.0
TG-18-171,"SubCentre, Mulakalapalli",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Mulakalapalle,17.506903,80.835011,,Health Sub Centre,100.0
TG-18-328,"SubCentre, Mulakapadu",Sub Centre,Bhadradri Kothagudem,Dummugudem,Dummugudem,17.849001,80.899705,,Health Sub Centre,100.0
TG-18-234,"SubCentre, Mustibanda",Sub Centre,Bhadradri Kothagudem,Dammapeta,Mustibanda,17.244433,80.973659,,Health Sub Centre,100.0
TG-18-235,"SubCentre, Muthapuram",Sub Centre,Bhadradri Kothagudem,Gundala,Muthapuram,17.916808,80.399265,,Health Sub Centre,100.0
TG-18-236,"SubCentre, Muthyalampadu",Sub Centre,Bhadradri Kothagudem,Tekulapalle,Pegallapadu,17.561249,80.501536,,Health Sub Centre,100.0
TG-18-237,"SubCentre, Muthyalampeta",Sub Centre,Bhadradri Kothagudem,Burgampadu,Krishna Sagar,17.718571,80.793977,,Health Sub Centre,100.0
TG-18-247,"SubCentre, NN Prolu",Sub Centre,Bhadradri Kothagudem,Burgampadu,Nagineniprolu,17.694154,80.828176,,Health Sub Centre,100.0
TG-18-239,"SubCentre, Nacharam",Sub Centre,Bhadradri Kothagudem,Dammapeta,Nacharam,17.234678,80.877528,,Health Sub Centre,100.0
TG-18-240,"SubCentre, Nadikudi",Sub Centre,Bhadradri Kothagudem,Dummugudem,Nadikudi,17.809253,80.906947,,Health Sub Centre,100.0
TG-18-346,"SubCentre, Nagaram",Sub Centre,Bhadradri Kothagudem,Palvancha,Rangapuram,17.611825,80.760239,,Health Sub Centre,100.0
TG-18-241,"SubCentre, Nagupalli",Sub Centre,Bhadradri Kothagudem,Dammapeta,Nagupalli,17.283826,80.887586,,Health Sub Centre,100.0
TG-18-242,"SubCentre, Nandipadu",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Nandipadu,17.452703,81.125124,,Health Sub Centre,100.0
TG-18-243,"SubCentre, Naramvarigudem",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Naramvarigudem,17.261145,81.083054,,Health Sub Centre,100.0
TG-18-245,"SubCentre, Narsapuram",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Vootupalli,17.329131,80.726985,,Health Sub Centre,100.0
TG-18-339,"SubCentre, Nellipaka Banjar",Sub Centre,Bhadradri Kothagudem,Aswapuram,Nellipaka,17.780141,80.84885,,Health Sub Centre,100.0
TG-18-347,"SubCentre, New Palvancha",Sub Centre,Bhadradri Kothagudem,Palvancha,Palvancha,17.609217,80.704808,,Health Sub Centre,100.0
TG-18-366,"SubCentre, Oddugudem",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Annadevam,17.402101,80.774735,,Health Sub Centre,100.0
TG-18-249,"SubCentre, P Narsapuram",Sub Centre,Bhadradri Kothagudem,Julurupad,Padamati Narsapuraam,17.424807,80.517554,,Health Sub Centre,100.0
TG-18-250,"SubCentre, Pagadalapalli",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Pogallapally,17.546146,80.875829,,Health Sub Centre,100.0
TG-18-251,"SubCentre, Pagideru",Sub Centre,Bhadradri Kothagudem,Manuguru,Ramanujavaram,17.96253,80.738719,,Health Sub Centre,100.0
TG-18-253,"SubCentre, Papakollu",Sub Centre,Bhadradri Kothagudem,Julurupad,Papakollu,17.41805,80.478201,,Health Sub Centre,100.0
TG-18-329,"SubCentre, Parnasala",Sub Centre,Bhadradri Kothagudem,Dummugudem,Sitanagaram,17.926883,80.905685,,Health Sub Centre,100.0
TG-18-160,"SubCentre, Patwarigudem",Sub Centre,Bhadradri Kothagudem,Dammapeta,Patwarigudem,17.348529,80.961725,,Health Sub Centre,100.0
TG-18-257,"SubCentre, Pedamidisileru",Sub Centre,Bhadradri Kothagudem,Cherla,Jangalapalli (G),18.040254,80.849178,,Health Sub Centre,100.0
TG-18-258,"SubCentre, Penagadapa",Sub Centre,Bhadradri Kothagudem,Chunchupally,Penugadapa,17.454301,80.64934,,Health Sub Centre,100.0
TG-18-259,"SubCentre, Pentlam",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Pentlam,17.347092,80.767166,,Health Sub Centre,100.0
TG-18-260,"SubCentre, Penuballi",Sub Centre,Bhadradri Kothagudem,Chunchupally,Penuballi,17.502587,80.683637,,Health Sub Centre,100.0
TG-18-261,"SubCentre, Peraigudem",Sub Centre,Bhadradri Kothagudem,Aswaraopeta,Aswaraopeta,17.242957,81.1203,,Health Sub Centre,100.0
TG-18-262,"SubCentre, Pilot Colony",Sub Centre,Bhadradri Kothagudem,Manuguru,Samathsingaram,17.939781,80.812864,,Health Sub Centre,100.0
TG-18-264,"SubCentre, Pokalagudem",Sub Centre,Bhadradri Kothagudem,Chandrugonda,Pokalagudem,17.387523,80.583421,,Health Sub Centre,100.0
TG-18-350,"SubCentre, Pusugudem",Sub Centre,Bhadradri Kothagudem,Mulakalapally,Pusugudem,17.536268,80.777965,,Health Sub Centre,100.0
TG-18-133,"SubCentre, Ragaboinagudem",Sub Centre,Bhadradri Kothagudem,Yellandu,Sudimalla,17.565469,80.343014,,Health Sub Centre,100.0
TG-18-266,"SubCentre, Rajapuram",Sub Centre,Bhadradri Kothagudem,Annapureddipalle,Narsapuram,17.348263,80.731187,,Health Sub Centre,100.0
TG-18-321,"SubCentre, Rajeev Colony",Sub Centre,Bhadradri Kothagudem,Bhadrachalam,,17.664028,80.905564,,Health Sub Centre,100.0
TG-18-267,"SubCentre, Rajupeta",Sub Centre,Bhadradri Kothagudem,Dummugudem,Rajupeta,17.829681,80.967766,,Health Sub Centre,100.0
TG-18-268,"SubCentre, Ramnagar",Sub Centre,Bhadradri Kothagudem,Aswapuram,Pamulapalli,17.917605,80.87531,,Health Sub Centre,100.0
TG-18-151,"SubCentre, Ravikampadu",Sub Centre,Bhadradri Kothagudem,Chandrugonda,Gurramgudem,17.358011,80.605359,,Health Sub Centre,100.0
TG-18-271,"SubCentre, Regalla",Sub Centre,Bhadradri Kothagudem,Karakagudem,Regalla,17.948996,80.577174,,Health Sub Centre,100.0
TG-18-272,"SubCentre, Regupalli",Sub Centre,Bhadradri Kothagudem,Dummugudem,Khalsa Reguballi,17.80293,80.889315,,Health Sub Centre,100.0
TG-18-273,"SubCentre, Ricepeta",Sub Centre,Bhadradri Kothagudem,Cherla,Ricepeta (G),18.067015,80.832367,,Health Sub Centre,100.0
TG-18-368,"SubCentre, Rompedu",Sub Centre,Bhadradri Kothagudem,Yellandu,Rompedu,17.642343,80.299025,,Health Sub Centre,100.0
TG-18-274,"SubCentre, Rudrampur",Sub Centre,Bhadradri Kothagudem,Sujathanagar,Gareebpeta,17.479254,80.650727,,Health Sub Centre,100.0
